ID,TI,DO,UR,PY
882,The effect of dental anxiety on surgical time of mandibular third molar disimpaction,10.4103/njcp.njcp_501_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118312252&doi=10.4103%2fnjcp.njcp_501_20&partnerID=40&md5=24efe71c9504b0618220dc5f5f4e3a7e,2021
883,Access to oral &amp; maxillofacial surgery in Sub-Saharan African countries,10.1016/j.jobcr.2021.09.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114911670&doi=10.1016%2fj.jobcr.2021.09.001&partnerID=40&md5=860af9f4dd9fbd296b87cd05e3bd5123,2021
884,Effects of non-surgical treatment of chronic periodontitis on insulin resistance and glucose tolerance in subjects without diabetes (PARODIA 2 study),10.1136/jim-2021-001831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110708980&doi=10.1136%2fjim-2021-001831&partnerID=40&md5=1378c0791239279ad06b04a5da682127,2021
885,AfHNS fellowship: Model to improve access to head and neck cancer care in Africa and developing countries,10.1002/hed.26770,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106686615&doi=10.1002%2fhed.26770&partnerID=40&md5=5eca93334f373b9c1e96571947e33dc2,2021
886,Awareness About the Oral and Systemic Complications of Diabetes Among a Cohort of Diabetic Patients of the Republic of Mauritius,10.1016/j.identj.2020.12.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101554868&doi=10.1016%2fj.identj.2020.12.019&partnerID=40&md5=0f35efb9261655c86ac97bce000bed73,2021
887,"A community survey on maternal perception about the initiation of dental home for infants in lagos, nigeria",10.11604/pamj.2021.40.78.24441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118482547&doi=10.11604%2fpamj.2021.40.78.24441&partnerID=40&md5=2f724d8c30358a6a912a753a2adb1b42,2021
888,Prevalence and associated factors of dental caries among primary school children in South-East Nigeria,10.4103/njcp.njcp_633_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115858354&doi=10.4103%2fnjcp.njcp_633_20&partnerID=40&md5=9e2d1eecfc4e0f9ccaab48eaf8545fa6,2021
889,Should South Africa train specialist endodontists? A cross-sectional online survey,10.4103/sej.sej_238_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115050097&doi=10.4103%2fsej.sej_238_20&partnerID=40&md5=402170c48e17c6dcebaffdea01d18ff7,2021
890,Juvenile ossifying fibroma of the maxillofacial region: Analysis of clinico-pathological features and management,10.4317/medoral.24592,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114258029&doi=10.4317%2fmedoral.24592&partnerID=40&md5=9db6c6cc7d792f2e020a8d1656f3c8b0,2021
891,Is chronotype profile a risk indicator for caries in children and adolescents in sub-urban Nigeria?,10.1111/ipd.12748,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097661093&doi=10.1111%2fipd.12748&partnerID=40&md5=fada16ea9129e3640101f8c379966dbc,2021
892,"Paediatric maxillofacial fractures in Ghana: Pattern, household cost, and distress",10.1111/ipd.12734,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092629278&doi=10.1111%2fipd.12734&partnerID=40&md5=ce5ef87c420d68a83fcb29f9d313ea9d,2021
893,Perceptual Speech Outcomes After Early Primary Palatal Repair in Ugandan Patients With Cleft Palate,10.1177/1055665620980249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098545854&doi=10.1177%2f1055665620980249&partnerID=40&md5=10e4156569fe31e7ba5171b3b563f86d,2021
894,"Oral health and psychosocial predictors of quality of life and general well-being among adolescents in lesotho, southern africa",10.3390/children8070582,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113839013&doi=10.3390%2fchildren8070582&partnerID=40&md5=4f814285f2889f2abb12379995360294,2021
895,"Alloplastic Total Temporomandibular Joint Reconstruction: A 10-Year Experience of the University of the Witwatersrand, Johannesburg",10.1097/SCS.0000000000007227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112863150&doi=10.1097%2fSCS.0000000000007227&partnerID=40&md5=724077fba95a77eec674f3a08c9f8f22,2021
896,Population-Based Prevalence of Oral Conditions as a Basis for Planning Community-Based Interventions: An Epidemiological Study From Rural Burkina Faso,10.3389/fpubh.2021.697498,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110373030&doi=10.3389%2ffpubh.2021.697498&partnerID=40&md5=fdcb4b3e1d3229e5bf15dd5cab084c99,2021
897,Oral plasmablastic lymphoma: A clinicopathological study of 113 cases,10.1111/jop.13210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109348245&doi=10.1111%2fjop.13210&partnerID=40&md5=f2ec1f32c2b0abc45f0fb65099670d28,2021
898,Validating dental age estimation in Kenyan black children and adolescents using the Willems method,10.1177/0025802420977379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097041103&doi=10.1177%2f0025802420977379&partnerID=40&md5=40aa06fd2252eddc9bb08a9c0afa482d,2021
899,Relationship between periodontal diseases and newly-diagnosed metabolic syndrome components in a sub-Saharan population: a cross sectional study,10.1186/s12903-021-01661-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110162941&doi=10.1186%2fs12903-021-01661-6&partnerID=40&md5=3effc563bf55c387e8a53cc2eb73133e,2021
900,Self-reported and clinically evident gingival bleeding and impact on oral health-related quality of life in young adolescents: A comparative study,10.4314/mmj.v33i2.7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112425688&doi=10.4314%2fmmj.v33i2.7&partnerID=40&md5=d6986b1946f505f5a4c2c7c3ec32b9fd,2021
901,Oral health related quality of life among hiv positive patients attending two hiv outpatient clinics in nigeria-a cross sectional study,10.4314/ahs.v21i2.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112235941&doi=10.4314%2fahs.v21i2.11&partnerID=40&md5=dd472d6aee8ee9321e91a35fb0ecfbb8,2021
902,"The spectrum of orofacial clefts and treatment logistics at Universitas Academic Hospital, Bloemfontein, South Africa",10.17159/2078-5151/2021/v59n2a3220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110328229&doi=10.17159%2f2078-5151%2f2021%2fv59n2a3220&partnerID=40&md5=60891f83f12d2ceef7b21cf1034ad137,2021
903,"Cross-sectional survey of treatments and outcomes among injured adult patients in Kigali, Rwanda",10.1016/j.afjem.2021.03.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104142414&doi=10.1016%2fj.afjem.2021.03.002&partnerID=40&md5=4f9b3e2bb2afca7618967d51f74464d3,2021
904,"Missing and decayed teeth, oral hygiene and dental staining in relation to esophageal cancer risk: ESCCAPE case-control study in Kilimanjaro, Tanzania",10.1002/ijc.33433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097903410&doi=10.1002%2fijc.33433&partnerID=40&md5=4a703668655c2fa1c254a32e9f9dbe90,2021
905,"Oral health-related knowledge, attitude and practices among trainee community health officers in a nigerian tertiary health institution",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110693834&partnerID=40&md5=789dfa5d070442400b2806cd0829e046,2021
906,"Impacts of tooth loss on ohrqol in an adult population in cape town, south africa",10.3390/ijerph18094989,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105409276&doi=10.3390%2fijerph18094989&partnerID=40&md5=be37e319034b6c669ff4ec3773564045,2021
907,Are diabetes and dental care providers in the Republic of Mauritius advising patients about the importance of oral health in diabetes management?,10.1111/idh.12479,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097023237&doi=10.1111%2fidh.12479&partnerID=40&md5=08a4828f9c9c60a6eb9308b81e3e5c2e,2021
908,"Prevalence of Dental Caries and Associated Factors in East Africa, 2000–2020: Systematic Review and Meta-Analysis",10.3389/fpubh.2021.645091,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105937620&doi=10.3389%2ffpubh.2021.645091&partnerID=40&md5=6b1179af66286eecb442062b704ab50e,2021
909,‘Hidden Hot Springs’ as a Source of Groundwater Fluoride and Severe Dental Fluorosis in Malawi,10.3390/w13081106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105047899&doi=10.3390%2fw13081106&partnerID=40&md5=a9e01de826c1672ceea1b46f6cd0e3d4,2021
910,COVID-19 risks and extra-protective measures practised among Nigerian orthodontists and orthodontic residents,10.4103/npmj.npmj_576_21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116172051&doi=10.4103%2fnpmj.npmj_576_21&partnerID=40&md5=174a2958725f0f98aa5879bff40a0693,2021
911,Clinical and Epidemiological Profile of Oral and Maxillofacial Trauma at Two Quaternary Hospitals in Mozambique in 2016,10.4314/AAS.V18I2.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106879879&doi=10.4314%2fAAS.V18I2.5&partnerID=40&md5=25d1be554d920ba73a3e32cb7b8fd068,2021
912,Prevalence of JP2 and non-JP2 genotypes of aggregatibacter actinomycetemcomitans and oral hygiene practice of kenyan adolescents in Maasai Mara,10.3390/pathogens10040488,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104940962&doi=10.3390%2fpathogens10040488&partnerID=40&md5=61f7a4ac5f2f6a1726c959482d0d8c99,2021
913,Association between parity and tooth loss among northern Nigerian Hausa women,10.1002/ajpa.24197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097798281&doi=10.1002%2fajpa.24197&partnerID=40&md5=91fbbf1524a527f79c54025e82c6cb7e,2021
914,"Is there an association between viral load, CD4 count, WHO staging, and dental caries in HIV-positive children?",10.1111/ipd.12663,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085874565&doi=10.1111%2fipd.12663&partnerID=40&md5=8cec3882588388cb836625ef2b7e2332,2021
915,Are Nigerian oral health workers overlooking opportunities to promote interventions for tobacco smoking cessation?,10.18332/popmed/132292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124812559&doi=10.18332%2fpopmed%2f132292&partnerID=40&md5=90643eeade8c6cd8e39093690bba8352,2021
916,"Oral health status and patterns of dental service utilization of adolescents in lesotho, Southern Africa",10.3390/children8020120,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112416808&doi=10.3390%2fchildren8020120&partnerID=40&md5=9ef7a74e03452a500985765f4e7403c3,2021
917,Orofacial infections in kenya: A retrospective study,10.4314/AAS.V18I1.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102306449&doi=10.4314%2fAAS.V18I1.9&partnerID=40&md5=ae1edfaff0bd6a5f019f8115a54a4a7d,2021
918,Determinants of intention to improve oral hygiene behavior among students based on the theory of planned behavior: A structural equation modelling analysis,10.1371/journal.pone.0247069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102097177&doi=10.1371%2fjournal.pone.0247069&partnerID=40&md5=fcc13da12226e1c2d04ab6af07560ffc,2021
919,Oral health practices and oral hygiene status as indicators of suicidal ideation among adolescents in Southwest Nigeria,10.1371/journal.pone.0247073,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102097010&doi=10.1371%2fjournal.pone.0247073&partnerID=40&md5=485e4b1d95c302f2e74e4a09cd6f9c78,2021
920,"Prevalence of early childhood caries, risk factors and nutritional status among 3-5-yearold preschool children in Kisarawe, Tanzania",10.1371/journal.pone.0247240,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102095262&doi=10.1371%2fjournal.pone.0247240&partnerID=40&md5=9307d1baeb969ad8c807b6ae01485896,2021
921,Oral health-seeking behavior among different population groups in Enugu Nigeria,10.1371/journal.pone.0246164,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100582536&doi=10.1371%2fjournal.pone.0246164&partnerID=40&md5=c4d8f777fac0c2df9362d68210601af8,2021
922,Oral health–related quality of life of adolescents assessed with the Malocclusion Impact and Child Perceptions questionnaires,10.1016/j.ajodo.2020.09.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098636394&doi=10.1016%2fj.ajodo.2020.09.017&partnerID=40&md5=c9db238666277374104b6ef14e29551d,2021
923,"Subjective prosthodontic treatment need, tooth loss and associated factors among dental patients in Dar es salaam, Tanzania",10.4314/ahs.v21i4.49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125076595&doi=10.4314%2fahs.v21i4.49&partnerID=40&md5=57f485c6322a67c3fb8a7cb33a3e5833,2021
924,"Occurrence of bacteraemia following oral and maxillofacial surgical procedures in Port Harcourt, Nigeria",10.4314/ahs.v21i4.24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124402182&doi=10.4314%2fahs.v21i4.24&partnerID=40&md5=176c3a78d0bdd287f5bffe9b98de88b0,2021
925,"Determinants of Dental Health Problems Among Adult Patients at Dental Clinic, Debre Berhan Comprehensive Specialized Hospital, Ethiopia: Unmatched Case–Control Study",10.2147/CCIDE.S336654,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123730502&doi=10.2147%2fCCIDE.S336654&partnerID=40&md5=043a40b96db0b28169d4d39bac6d5721,2021
926,Presentation and Management of Atypical Orofacial Cleft Clefts: A Single-Institution Experience for 13 Year Period,10.1177/10556656211055012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119349681&doi=10.1177%2f10556656211055012&partnerID=40&md5=8c7ff341feea7a91f45cb7d0985e6316,2021
927,Prevalence of occlusal features and their relation to sociodemographic variables in northwest ethiopia: A cross-sectional study,10.2147/CCIDE.S332552,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119110389&doi=10.2147%2fCCIDE.S332552&partnerID=40&md5=31a7c0a6e50c14980cba54d95741caa8,2021
928,Cost-effectiveness and efficacy of fluoride varnish for caries prevention in South African children: A cluster-randomized controlled community trial,10.1111/cdoe.12702,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117415132&doi=10.1111%2fcdoe.12702&partnerID=40&md5=9f6538ff5cb2324e5ec01582bb7a90f9,2021
929,Endodontic practice amongst nigerian dentists undergoing postgraduate training,10.11604/pamj.2021.39.218.23205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115609797&doi=10.11604%2fpamj.2021.39.218.23205&partnerID=40&md5=fcc36f6c8e9d5c837216ba5846afd52e,2021
930,"Prevalence and demographic predictors of adult dental caries among at public oral health facilities in two districts in kwazulu-natal, south africa: A cross sectional study",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112201675&partnerID=40&md5=fa0c8af1187158d7c9175e93cc5159d8,2021
931,"Magnitude and Determinants of Dental Anxiety among Adult Patients Attending Public Dental Clinics in Dar-Es-Salaam, Tanzania",10.1155/2021/9965204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106995671&doi=10.1155%2f2021%2f9965204&partnerID=40&md5=bb03c5ae7c2dffa6998434cffaf0bd0a,2021
932,The prevalence and determinant factors of oral halitosis in northwest ethiopia: A cross-sectional study,10.2147/CCIDE.S308022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106872566&doi=10.2147%2fCCIDE.S308022&partnerID=40&md5=9168408e19da89a5dd17cf8632b2fe16,2021
933,A morphometric study of the mandibular foramen in dry adult human mandibles in a black malawian population,10.4067/S0717-95022021000200390,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106195301&doi=10.4067%2fS0717-95022021000200390&partnerID=40&md5=0fcf26707454d3538ee829dac721295e,2021
934,Oral health conditions and correlates: a National Oral Health Survey of Rwanda,10.1080/16549716.2021.1904628,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105169545&doi=10.1080%2f16549716.2021.1904628&partnerID=40&md5=e463c894f9f1d0094ed0a14c2d50578d,2021
935,"Oral hygiene practices and associated factors among patients visiting private dental clinics at Hawassa City, southern Ethiopia, 2018",10.1155/2021/8868308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104498688&doi=10.1155%2f2021%2f8868308&partnerID=40&md5=740e2729d5669200d20d2d937a5b4112,2021
936,"Assessment of high fluoride in water sources and endemic fluorosis in the North-Eastern communities of Gombe State, Nigeria",10.1080/26395940.2021.1908849,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104346613&doi=10.1080%2f26395940.2021.1908849&partnerID=40&md5=7557b1086c223f47e6877f4140411638,2021
937,Prevalence of Dental Caries and Its Associated Factors among Primary School Children in Ethiopia,10.1155/2021/6637196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103671792&doi=10.1155%2f2021%2f6637196&partnerID=40&md5=3271ed64d845214898f1ea033a7da386,2021
938,"Oral Hygiene Practices, Knowledge, and Self-Reported Dental and Gingival Problems with Rural-Urban Disparities among Primary School children in Lilongwe, Malawi",10.1155/2021/8866554,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103021150&doi=10.1155%2f2021%2f8866554&partnerID=40&md5=f098e7283758fa03bede1df4d6d04713,2021
939,"Perception about tooth colour and appearance among patients seen in a tertiary hospital, south-west, nigeria",10.11604/pamj.2021.38.38.21422,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102428488&doi=10.11604%2fpamj.2021.38.38.21422&partnerID=40&md5=f6e8e36b18633c7097efd291ed89f628,2021
940,"Temporomandibular Joint Ankylosis among Patients at Saint Paul's Hospital Millennium Medical College, Ethiopia: A 9-Year Retrospective Study",10.1155/2021/6695664,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102079345&doi=10.1155%2f2021%2f6695664&partnerID=40&md5=cd4439627b484a798f4947df6c722ff7,2021
941,"Otological manifestation of temporomandibular joint disorder in Ekiti, a sub-Saharan African country",10.1177/0300060521996517,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101856064&doi=10.1177%2f0300060521996517&partnerID=40&md5=9a8bcb683a45f9d883f1255aa020380c,2021
942,Comparison of dental caries and oral hygiene status of children in suburban with those in rural population of southwestern Nigeria,10.1590/pboci.2021.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100333287&doi=10.1590%2fpboci.2021.037&partnerID=40&md5=1c631f0970ab9cfd07307f4f8009c674,2021
943,"Achieving universal health coverage in Nigeria: the dilemma of accessing dental care in Enugu state, Nigeria, a mixed methods study",10.1016/j.heliyon.2021.e05977,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099649987&doi=10.1016%2fj.heliyon.2021.e05977&partnerID=40&md5=b06063d1847ab4e77998ad49c6e35172,2021
944,Ecological risk factors for unmet needs in oral health care in Chegutu rural district in Zimbabwe a cross-sectional study,10.1080/14635240.2019.1708775,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078583550&doi=10.1080%2f14635240.2019.1708775&partnerID=40&md5=ebc1d70595dd41fed4bc190be2d4eff1,2021
945,Prevalence of incidental dental anomalies seen on pre-treatment digital panoramic radiographs of a group of Nigerian orthodontic patients: A retrospective study,10.4314/njdr.v7i1.9,https://indexmedicus.afro.who.int/iah/fulltext/Prevalence of Incidental Dental anomalies.pdfhttps://www.ajol.info/index.php/njdr/article/view/220468/208039https://fi-admin.bvsalud.org/document/view/54wgd,2022
946,"Oral hygiene status, interdental cleaning and perception of gingival bleeding among a group of pregnant women in Nigeria",10.4314/njdr.v7i1.10,https://njdres.com/index.php/njdres/article/download/339/206/621https://indexmedicus.afro.who.int/iah/fulltext/Oral hygiene status interdental cleaning.pdfhttps://fi-admin.bvsalud.org/document/view/2q26t,2022
947,Prevalence of oral mucosal lesions and oral health related quality of life among adolescents in a rural Nigerian population,0.4314/njdr.v7i1.2,https://njdres.com/index.php/njdres/article/download/322/196/599https://indexmedicus.afro.who.int/iah/fulltext/Oral mucosal lesions and OHRQoL in Nigerian adolescents.pdfhttps://fi-admin.bvsalud.org/document/view/89373,2022
948,"Evaluation of patients' compliance to recall visits after tooth extraction at the Dental Centre, University of Benin Teaching Hospital (UBTH): A two-year retrospective study",10.4314/njdr.v7i1.6,https://njdres.com/index.php/njdres/article/download/327/200/607https://indexmedicus.afro.who.int/iah/fulltext/Patients compliance to recall visits in the Dental Centre.pdfhttps://fi-admin.bvsalud.org/document/view/mgbzs,2022
949,"Salivary lactoferrin levels, disease severity and correlates in patients with chronic periodontitis presenting to a tertiary health facility in Nigeria",10.4314/njdr.v7i1.8,https://njdres.com/index.php/njdres/article/view/342/208https://indexmedicus.afro.who.int/iah/fulltext/Outcomes of tuberculosis treatment in a tertiary health.pdfhttps://fi-admin.bvsalud.org/document/view/vg3sf,2022
950,"Clinico-pathological analysis of osteomyelitis in cancrum ois (Noma) patients seen in Noma children hospital, Northwest Nigeria",10.4314/njdr.v7i1.4,https://njdres.com/index.php/njdres/article/download/325/198/603https://indexmedicus.afro.who.int/iah/fulltext/Clinicopathological analysis of osteomyelitis in cancrum ois Noma.pdfhttps://fi-admin.bvsalud.org/document/view/rjkyg,2022
951,Knowledge and perception of dentinal hypersensitivity and its associated factors among dental resident doctors in university of Benin Teaching Hospital (UBTH),,https://pub.njpr.ng/index.php/res/article/view/51/23https://indexmedicus.afro.who.int/iah/fulltext/Knowledge and perception of dentinal hypersensitivity.pdfhttps://fi-admin.bvsalud.org/document/view/gnx4n,2022
952,Fixed-prosthodontics in Nigerian private practice settings,,https://ibommedicaljournal.org/index.php/imjhome/article/view/249/483https://indexmedicus.afro.who.int/iah/fulltext/Fixed-prosthodontics in Nigerian private practice settings.pdfhttps://fi-admin.bvsalud.org/document/view/mw44w,2022
953,Dental fear and its related factors among patients managed in a paediatric dental clinic of a university hospital in Tanzania,10.55320/mjz.49.1.1100,https://mjz.co.zm/index.php/mjz/article/view/1100https://indexmedicus.afro.who.int/iah/fulltext/Dental fear and its related factors among patients.pdfhttps://fi-admin.bvsalud.org/document/view/5pawh,2022
954,Oral health seeking behaviour among patients attending outpatient clinic in University of Ilorin teaching hospital (UITH) Ilorin,10.4314/rejhs.v10i2.2,https://www.ajol.info/index.php/rejhs/article/view/225369/212621https://indexmedicus.afro.who.int/iah/fulltext/Oral health seeking behaviour among patients.pdfhttps://fi-admin.bvsalud.org/document/view/zh2ed,2022
955,"Luxations temporo-mandibulaires au CHU de Bouaké: Aspects épidémiologiques, cliniques et thérapeutiques",,"http://www.revues-ufhb-ci.org/fichiers/FICHIR_ARTICLE_3291.pdfhttps://indexmedicus.afro.who.int/iah/Luxations temporo-mandibulaires au CHU de Bouaké : Aspects épidémiologiques, cliniques et thérapeutiques/.pdfhttps://fi-admin.bvsalud.org/document/view/rj9",2022
956,Hygiène bucco-dentaire des militaires des unités d'élites des forces de défense et de sécurité du Mali,,https://www.malimedical.org/category/numero-couranthttps://indexmedicus.afro.who.int/iah/fulltext/Hygiène bucco-dentaire des militaires des unités d'élites des forces de défense et de sécurité du Mali.pdf,2022
957,Manifestations cliniques et traitements des diastemes chez les personnes adultes à l'hopital national Donka,,http://www.ajdi.net/en/download/Article1-22https://indexmedicus.afro.who.int/iah/fulltext/Manifestations cliniques et traitements des diastèmes chez les personnes adultes à l'hôpital national Donka.pdfhttps://fi-admin.bvsalud.org/document/view/9p8mh,2022
958,Patient satisfaction with intraoral examination in a Nigerian tertiary hospital,,https://c-jhs.com/patient-satisfaction-with-intraoral-examination-in-a-nigerian-tertiary-hospital/https://fi-admin.bvsalud.org/document/view/8w57r,2021
959,"Knowledge, attitude, and practices of dental patients presenting at a secondary health care facility in southern Nigeria towards covid-19",,https://yenagoamedicaljournal.net/wp-content/uploads/2021/07/Knowledge-attitude-and-practices-of-dental-patients-presenting-at-a-Secondary-Health-Care-Facility-in-Southern-Nigeria-towards-COVID-19.pdfhttps://indexmedicus.afro.who.int/iah/fulltext/Knowledg,2021
960,Aberrant anatomy in endodontically treated teeth in a Nigerian Teaching Hospital,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266993,2020
961,Analyzing dental arch shape in untreated orthodontic patients with anterior arch crowding,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266994,2020
962,Maxillofacial injuries sustained during military peace keeping mission in Liberia: The Nigerian Experience (1990-1997),,https://search.bvsalud.org/aimafro/resource/en/biblio-1266995,2020
963,Workplace assault and its' impact to service delivery amongst dental professionals at Tertiary Hospitals in Northern Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266996,2020
964,Quantitative and qualitative analysis of relative saliva viscosity among carious and non-carious young adults,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266997,2020
965,"Tooth loss awareness and reasons for non-replacement of missing teeth among nurses at Jos University Teaching Hospital, Jos, Nigeria",,https://search.bvsalud.org/aimafro/resource/en/biblio-1266998,2020
966,"Detection of six periodontopathogens in the subgingival plaque of patients with chronic periodontitis in Lagos, Nigeria",,https://search.bvsalud.org/aimafro/resource/en/biblio-1266999,2020
967,The effect of chewing stick use on oral hygiene and gingival health of young adults in Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1267000,2020
968,Influence of positions on the incidence and severity of middle third facial fractures in vehicular and motorcycle crashes seen in a Tertiary Health Facility,,https://search.bvsalud.org/aimafro/resource/en/biblio-1267001,2020
969,A ten year audit of traumatic dental injuries in children in a Tertiary Hospital in Southern Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1267003,2020
970,Compendium of Oral Pathologies in Children Presenting to A Tertiary Hospital in Nigeria,,https://indexmedicus.afro.who.int/aim/opac_css/doc_num.php?explnum_id=73744,2020
971,Malformations congénitales oro-cervico-faciales au service d'odonto-stomatologie et chirurgie maxillo-faciale de l'hôpital national Donka,,https://revues.imist.ma/index.php/AJDI/article/view/19281/10542,2020
972,Évaluation de l'hygiène buccodentaire des patients consultant le service d'odontostomatologie du centre de santé de référence de Ouelessebougou au Mali,,https://revues.imist.ma/index.php/AJDI/article/view/20665/11179,2020
973,Risques traumatiques alvéolo-dentaires des enfants présentant la proalvéolie,,https://indexmedicus.afro.who.int/AIM/doc_num.php?explnum_id=73416,2020
974,Radiographic assessment of endodontic accidents at a Nigerian tertiary health institution: a one-year retrospective study,,https://search.bvsalud.org/aimafro/resource/en/biblio-1262924,2020
975,Self-reported prevalence of missing teeth and unmet prosthetic treatment needs among a population of Nigerian undergraduate students,,https://search.bvsalud.org/aimafro/resource/en/biblio-1264616,2020
976,Inflammatory and reactive lesions of the orofacial region in an African tertiary health setting,,https://search.bvsalud.org/aimafro/resource/en/biblio-1271711,2019
977,"Orofacial tumours and tumour-like lesions in children treated at Muhimbili National Hospital, Tanzania",,https://search.bvsalud.org/aimafro/resource/en/biblio-1272105,2019
978,Choice of dental specialties among intending residents in a tertiary health institution in Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266982,2019
979,Perception of dental midline deviation amongst dental professionals and lay people,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266983,2019
980,Acceptance of removable partial denture for replacement of missing teeth among partially edentulous,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266984,2019
981,Ostéomyélite mandibulaire odontogéne chez l'enfant: aspects cliniques et thérapeutique au CHU de Conakry,,https://search.bvsalud.org/aimafro/resource/en/biblio-1258371,2019
982,Place de la prescription médicamenteuse dans la prise en charge des pathologies bucco dentaires chez l'enfant au centre dentaire de l'université de Conakry,,https://search.bvsalud.org/aimafro/resource/en/biblio-1258372,2019
983,Connaissances et attitudes face aux péricoronarites: enquête auprès des chirurgiens-dentistes de Dakar (Sénégal),,https://search.bvsalud.org/aimafro/resource/en/biblio-1258374,2019
984,"Comparison of Post-Operative Symptom Severity (PoSSe) Scores in patients undergoing Mandibular Third Molar surgery in Ile-Ife, Nigeria",,https://search.bvsalud.org/aimafro/resource/en/biblio-1258806,2019
985,Comparison of operative 'difficulty' with post-operative sequelae in lower third molar surgery,,https://search.bvsalud.org/aimafro/resource/en/biblio-1258810,2019
986,Oral health status and treatment needs of students with visual impairment in Ghana,,https://search.bvsalud.org/aimafro/resource/en/biblio-1262171,2019
987,Oral health-related quality of life: acrylic versus flexible partial dentures,,https://search.bvsalud.org/aimafro/resource/en/biblio-1262302,2019
988,Evaluation of aesthetic outcome of single tooth implant borne restoration,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266964,2018
